p_old	p_young	t_young_kya	t_old_kya	delta_kya	noem_old_precision	noem_old_recall	noem_old_f1	noem_young_precision	noem_young_recall	noem_young_f1	em_old_precision	em_old_recall	em_old_f1	em_young_precision	em_young_recall	em_young_f1	learned_lambda_n	learned_lambda_af	learned_lambda_old	learned_lambda_young	summary_json	out_dir
0.1	0.1	30000	35000	5000	0.5029	0.7774	0.6107	0.4881	0.2123	0.2959	0.5077	0.1147	0.1871	0.4863	0.8758	0.6253	0.9842830252835888	0.09530165203714	0.08114808367104134	0.03053469787900832	grid_runs/pold_0.1_pyoung_0.1_told_35000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_35000k_tyoung_30000k
0.1	0.1	35000	40000	5000	0.449	0.6424	0.5286	0.5802	0.3845	0.4624	0.3854	0.1933	0.2575	0.5382	0.7524	0.6275	0.980677758565166	0.09591069166149536	0.06672385881561181	0.02946976786314434	grid_runs/pold_0.1_pyoung_0.1_told_40000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_40000k_tyoung_35000k
0.1	0.1	40000	45000	5000	0.4856	0.61	0.5407	0.5813	0.4573	0.5119	0.5141	0.187	0.2743	0.5461	0.8464	0.6639	0.9693942927680733	0.09631657932423862	0.07675739642517425	0.03298904740996118	grid_runs/pold_0.1_pyoung_0.1_told_45000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_45000k_tyoung_40000k
0.1	0.1	45000	50000	5000	0.4829	0.6621	0.5585	0.5952	0.407	0.4834	0.5161	0.2009	0.2892	0.5495	0.8243	0.6594	0.9790296682662842	0.09451951799511188	0.09257673814484085	0.0384084418190389	grid_runs/pold_0.1_pyoung_0.1_told_50000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_50000k_tyoung_45000k
0.1	0.1	50000	55000	5000	0.4753	0.6053	0.5325	0.5714	0.4081	0.4761	0.4449	0.1199	0.1889	0.5358	0.8609	0.6605	0.981833816247774	0.09590235492548839	0.1194257140616238	0.04379071649838395	grid_runs/pold_0.1_pyoung_0.1_told_55000k_tyoung_50000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_55000k_tyoung_50000k
0.1	0.1	30000	40000	10000	0.5185	0.7926	0.6269	0.5824	0.2757	0.3743	0.4963	0.3735	0.4262	0.4982	0.6253	0.5546	0.984250916571816	0.09545417436800901	0.05662611318431181	0.02819435220465617	grid_runs/pold_0.1_pyoung_0.1_told_40000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_40000k_tyoung_30000k
0.1	0.1	35000	45000	10000	0.5186	0.7934	0.6272	0.6816	0.3652	0.4756	0.5492	0.3386	0.419	0.5625	0.7546	0.6446	0.9693782781809224	0.0945724363890379	0.06479886953461009	0.03137883104259083	grid_runs/pold_0.1_pyoung_0.1_told_45000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_45000k_tyoung_35000k
0.1	0.1	40000	50000	10000	0.4674	0.7548	0.5773	0.7247	0.4189	0.5309	0.562	0.3604	0.4392	0.6452	0.8039	0.7159	0.978588873562185	0.09641463135855317	0.07891922155996389	0.032757039268531365	grid_runs/pold_0.1_pyoung_0.1_told_50000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_50000k_tyoung_40000k
0.1	0.1	45000	55000	10000	0.5182	0.707	0.598	0.5982	0.3588	0.4485	0.5638	0.2627	0.3584	0.536	0.7939	0.6399	0.9751007010985574	0.09729037599277235	0.08560996901657188	0.03899580653291482	grid_runs/pold_0.1_pyoung_0.1_told_55000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_55000k_tyoung_45000k
0.1	0.1	50000	60000	10000	0.5089	0.7212	0.5967	0.6357	0.3644	0.4632	0.5832	0.2547	0.3545	0.5612	0.8292	0.6694	0.97721315465071	0.09631164740180441	0.10620744534890803	0.042848904442812974	grid_runs/pold_0.1_pyoung_0.1_told_60000k_tyoung_50000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_60000k_tyoung_50000k
0.1	0.1	30000	45000	15000	0.5706	0.8396	0.6794	0.6324	0.2936	0.401	0.6254	0.378	0.4712	0.5101	0.7443	0.6053	0.9764610617496787	0.09480595450616838	0.0653880117334403	0.030964524348094925	grid_runs/pold_0.1_pyoung_0.1_told_45000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_45000k_tyoung_30000k
0.1	0.1	35000	50000	15000	0.5184	0.7664	0.6185	0.6253	0.3431	0.4431	0.5777	0.2552	0.3541	0.5395	0.8221	0.6514	0.9692827244283198	0.09507241926617611	0.07849580902239356	0.032876121637628965	grid_runs/pold_0.1_pyoung_0.1_told_50000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_50000k_tyoung_35000k
0.1	0.1	40000	55000	15000	0.5468	0.7912	0.6466	0.7511	0.4288	0.546	0.6063	0.5133	0.5559	0.641	0.724	0.68	0.9743629438215976	0.0945684439070387	0.07493865045349196	0.03328773782028451	grid_runs/pold_0.1_pyoung_0.1_told_55000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_55000k_tyoung_40000k
0.1	0.1	45000	60000	15000	0.5361	0.7435	0.623	0.6701	0.3923	0.4949	0.6735	0.2656	0.381	0.5685	0.8708	0.6879	0.973393041540391	0.09536782795858285	0.09964549834012296	0.040735692541048	grid_runs/pold_0.1_pyoung_0.1_told_60000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_60000k_tyoung_45000k
0.1	0.1	30000	50000	20000	0.5468	0.8633	0.6695	0.7144	0.3049	0.4274	0.667	0.4528	0.5394	0.589	0.7808	0.6715	0.9883465241391468	0.09529659167417372	0.07539147279989071	0.030713695785703408	grid_runs/pold_0.1_pyoung_0.1_told_50000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_50000k_tyoung_30000k
0.1	0.1	35000	55000	20000	0.5347	0.8434	0.6545	0.8195	0.3971	0.535	0.6632	0.2949	0.4083	0.6113	0.8724	0.7189	0.9759494552429796	0.09518158924230133	0.09815819642285031	0.03510908519484104	grid_runs/pold_0.1_pyoung_0.1_told_55000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_55000k_tyoung_35000k
0.1	0.1	40000	60000	20000	0.5222	0.7985	0.6314	0.8175	0.4752	0.601	0.656	0.2314	0.3421	0.6328	0.9092	0.7462	0.978163436879936	0.09542121481625547	0.12187251418358713	0.03682815717968954	grid_runs/pold_0.1_pyoung_0.1_told_60000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.1_told_60000k_tyoung_40000k
0.1	0.2	30000	35000	5000	0.2457	0.1226	0.1636	0.6846	0.8332	0.7516	0.3147	0.0998	0.1515	0.6962	0.903	0.7863	0.9414433522111989	0.0961063956117363	0.07925201402596718	0.031646475718024265	grid_runs/pold_0.1_pyoung_0.2_told_35000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_35000k_tyoung_30000k
0.1	0.2	35000	40000	5000	0.2618	0.0646	0.1037	0.7212	0.9245	0.8103	0.2864	0.0993	0.1475	0.7239	0.9024	0.8034	0.9436760302279996	0.09544567863164626	0.07805614959148821	0.0328096549841187	grid_runs/pold_0.1_pyoung_0.2_told_40000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_40000k_tyoung_35000k
0.1	0.2	40000	45000	5000	0.3816	0.0669	0.1138	0.7302	0.9511	0.8261	0.3359	0.1163	0.1728	0.7319	0.9064	0.8099	0.9312499811935073	0.09508667733559313	0.08913024218430239	0.03440984633876476	grid_runs/pold_0.1_pyoung_0.2_told_45000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_45000k_tyoung_40000k
0.1	0.2	45000	50000	5000	0.3907	0.0517	0.0913	0.6898	0.9522	0.8	0.39	0.1373	0.2031	0.6973	0.8945	0.7837	0.9399023342669555	0.09474648067171493	0.09895864821790257	0.038248478149305175	grid_runs/pold_0.1_pyoung_0.2_told_50000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_50000k_tyoung_45000k
0.1	0.2	50000	55000	5000	0.1928	0.0179	0.0328	0.7022	0.9549	0.8093	0.2583	0.0842	0.127	0.7032	0.8905	0.7858	0.9356943519368711	0.09534858482791182	0.12217918407936863	0.04306633860651231	grid_runs/pold_0.1_pyoung_0.2_told_55000k_tyoung_50000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_55000k_tyoung_50000k
0.1	0.2	30000	40000	10000	0.306	0.3775	0.338	0.7478	0.6862	0.7157	0.3285	0.1416	0.1979	0.7355	0.8896	0.8052	0.9474550298960656	0.09488439380492704	0.08201210704150504	0.030846418142712245	grid_runs/pold_0.1_pyoung_0.2_told_40000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_40000k_tyoung_30000k
0.1	0.2	35000	45000	10000	0.3478	0.3779	0.3622	0.7899	0.7704	0.7801	0.4066	0.1584	0.228	0.769	0.9184	0.8371	0.9470334672735293	0.09500979232481795	0.09498598058807219	0.033456421395290044	grid_runs/pold_0.1_pyoung_0.2_told_45000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_45000k_tyoung_35000k
0.1	0.2	40000	50000	10000	0.3861	0.2686	0.3168	0.7638	0.8451	0.8024	0.4217	0.1399	0.2101	0.7516	0.9234	0.8287	0.9353262914024998	0.09702060944838205	0.09664556560393328	0.0352314671224758	grid_runs/pold_0.1_pyoung_0.2_told_50000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_50000k_tyoung_40000k
0.1	0.2	45000	55000	10000	0.3955	0.2402	0.2988	0.7334	0.8453	0.7854	0.4198	0.1374	0.207	0.7245	0.914	0.8083	0.943499293502995	0.09553176774654855	0.11220923040771853	0.040986674921420864	grid_runs/pold_0.1_pyoung_0.2_told_55000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_55000k_tyoung_45000k
0.1	0.2	50000	60000	10000	0.3486	0.1893	0.2454	0.7258	0.8491	0.7826	0.3752	0.0911	0.1466	0.7211	0.9304	0.8125	0.9392718391178885	0.0969008482228423	0.14417594356454747	0.045310948247371224	grid_runs/pold_0.1_pyoung_0.2_told_60000k_tyoung_50000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_60000k_tyoung_50000k
0.1	0.2	30000	45000	15000	0.3256	0.5473	0.4083	0.7638	0.5665	0.6505	0.3821	0.2302	0.2873	0.739	0.8538	0.7923	0.9492750065733806	0.09531867156937163	0.07341939627419806	0.030797784326948338	grid_runs/pold_0.1_pyoung_0.2_told_45000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_45000k_tyoung_30000k
0.1	0.2	35000	50000	15000	0.3652	0.4835	0.4161	0.7972	0.7091	0.7506	0.5025	0.2407	0.3255	0.7738	0.9094	0.8361	0.9441077330007889	0.09477551554102463	0.08399793772245481	0.03246132566110332	grid_runs/pold_0.1_pyoung_0.2_told_50000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_50000k_tyoung_35000k
0.1	0.2	40000	55000	15000	0.3866	0.4489	0.4154	0.7986	0.7561	0.7767	0.463	0.2702	0.3413	0.779	0.8844	0.8283	0.9362558752925128	0.09517842200991015	0.08961908242597007	0.03459536219145188	grid_runs/pold_0.1_pyoung_0.2_told_55000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_55000k_tyoung_40000k
0.1	0.2	45000	60000	15000	0.463	0.4465	0.4546	0.7677	0.7671	0.7674	0.5786	0.1931	0.2895	0.7299	0.929	0.8175	0.9415230842376002	0.09683574284711431	0.12768774429210447	0.04150928353965507	grid_runs/pold_0.1_pyoung_0.2_told_60000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_60000k_tyoung_45000k
0.1	0.2	30000	50000	20000	0.3531	0.6363	0.4542	0.7894	0.5424	0.643	0.4282	0.1535	0.2259	0.7274	0.9135	0.8099	0.9498487373630734	0.09587252825624382	0.10295474881499077	0.03327703030946653	grid_runs/pold_0.1_pyoung_0.2_told_50000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_50000k_tyoung_30000k
0.1	0.2	35000	55000	20000	0.4286	0.5728	0.4903	0.8092	0.6912	0.7456	0.5485	0.2503	0.3437	0.7541	0.9125	0.8258	0.9370719807559723	0.09415197218656388	0.09644302103783682	0.033928563343119146	grid_runs/pold_0.1_pyoung_0.2_told_55000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_55000k_tyoung_35000k
0.1	0.2	40000	60000	20000	0.4067	0.545	0.4658	0.8165	0.7053	0.7568	0.4803	0.278	0.3521	0.773	0.8832	0.8244	0.9353640589775841	0.0957729352878448	0.09130556219234581	0.03465475229099606	grid_runs/pold_0.1_pyoung_0.2_told_60000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.2_told_60000k_tyoung_40000k
0.1	0.3	30000	35000	5000	0.1991	0.0352	0.0599	0.7931	0.9577	0.8677	0.1687	0.0504	0.0776	0.7914	0.9328	0.8563	0.900055362494588	0.09525495311976176	0.08184053592461121	0.032243007465791305	grid_runs/pold_0.1_pyoung_0.3_told_35000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_35000k_tyoung_30000k
0.1	0.3	35000	40000	5000	0.194	0.0136	0.0254	0.7979	0.9784	0.879	0.2952	0.0702	0.1135	0.8031	0.9517	0.8711	0.8967835260108474	0.09608757971416272	0.08797002609811722	0.033099136985971465	grid_runs/pold_0.1_pyoung_0.3_told_40000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_40000k_tyoung_35000k
0.1	0.3	40000	45000	5000	0.2521	0.0114	0.0218	0.8197	0.985	0.8947	0.1954	0.0712	0.1044	0.8208	0.9308	0.8723	0.8919213896786082	0.09563421063793717	0.09359593706939891	0.03374144474361853	grid_runs/pold_0.1_pyoung_0.3_told_45000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_45000k_tyoung_40000k
0.1	0.3	45000	50000	5000	0.1552	0.0035	0.0069	0.8092	0.9849	0.8884	0.2604	0.0647	0.1036	0.8135	0.9499	0.8764	0.9073322040478412	0.09664563978917337	0.12763461682405755	0.040689221839706094	grid_runs/pold_0.1_pyoung_0.3_told_50000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_50000k_tyoung_45000k
0.1	0.3	50000	55000	5000	0.0	0.0	0.0	0.7848	0.9879	0.8747	0.2345	0.0566	0.0912	0.7873	0.942	0.8577	0.8948028095366048	0.09615758094427787	0.1405882464114384	0.04466347564184467	grid_runs/pold_0.1_pyoung_0.3_told_55000k_tyoung_50000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_55000k_tyoung_50000k
0.1	0.3	30000	40000	10000	0.1822	0.1722	0.1771	0.7983	0.8108	0.8045	0.231	0.0869	0.1263	0.8036	0.9258	0.8604	0.9012106969518808	0.09677382407977574	0.0792646711557314	0.03159266067461245	grid_runs/pold_0.1_pyoung_0.3_told_40000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_40000k_tyoung_30000k
0.1	0.3	35000	45000	10000	0.2831	0.1194	0.168	0.7923	0.9144	0.849	0.3503	0.1026	0.1587	0.7945	0.943	0.8624	0.8939625086955238	0.09468399450213308	0.09290460596770991	0.032360295686911386	grid_runs/pold_0.1_pyoung_0.3_told_45000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_45000k_tyoung_35000k
0.1	0.3	40000	50000	10000	0.3142	0.1127	0.1658	0.8382	0.9455	0.8886	0.3738	0.1525	0.2166	0.8441	0.9429	0.8908	0.8934067461553381	0.0968520436073802	0.09420103092447799	0.034992294113104935	grid_runs/pold_0.1_pyoung_0.3_told_50000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_50000k_tyoung_40000k
0.1	0.3	45000	55000	10000	0.3531	0.0992	0.1549	0.8081	0.9461	0.8716	0.3329	0.0963	0.1494	0.8078	0.9442	0.8707	0.903218221606895	0.09564097752658586	0.13442923899643866	0.041443874321002445	grid_runs/pold_0.1_pyoung_0.3_told_55000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_55000k_tyoung_45000k
0.1	0.3	50000	60000	10000	0.2384	0.0759	0.1152	0.8259	0.9384	0.8786	0.2538	0.0863	0.1288	0.8277	0.938	0.8794	0.9017167571629536	0.09613885876757679	0.1523454774579981	0.04656495109679459	grid_runs/pold_0.1_pyoung_0.3_told_60000k_tyoung_50000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_60000k_tyoung_50000k
0.1	0.3	30000	45000	15000	0.223	0.3114	0.2599	0.799	0.7205	0.7577	0.2812	0.1181	0.1663	0.7979	0.9185	0.8539	0.8972923467568945	0.09628291948207184	0.07790905764833354	0.032443183752640076	grid_runs/pold_0.1_pyoung_0.3_told_45000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_45000k_tyoung_30000k
0.1	0.3	35000	50000	15000	0.3231	0.2703	0.2944	0.8203	0.8549	0.8373	0.3918	0.12	0.1837	0.8083	0.9469	0.8721	0.8975993009524432	0.09588282291981633	0.09891616525101116	0.03372444999768998	grid_runs/pold_0.1_pyoung_0.3_told_50000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_50000k_tyoung_35000k
0.1	0.3	40000	55000	15000	0.3335	0.2336	0.2747	0.8575	0.9076	0.8818	0.3834	0.1691	0.2347	0.8528	0.9417	0.8951	0.8997177526481481	0.09735288989268116	0.09745278681342952	0.03432690513108393	grid_runs/pold_0.1_pyoung_0.3_told_55000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_55000k_tyoung_40000k
0.1	0.3	45000	60000	15000	0.3197	0.2042	0.2493	0.8392	0.8993	0.8682	0.3588	0.1063	0.1641	0.8313	0.9516	0.8874	0.9064187104481464	0.09572638365404618	0.1455141691616186	0.0415426999072859	grid_runs/pold_0.1_pyoung_0.3_told_60000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_60000k_tyoung_45000k
0.1	0.3	30000	50000	20000	0.2685	0.5231	0.3549	0.8583	0.6777	0.7574	0.3759	0.1994	0.2606	0.8315	0.9188	0.873	0.9030502431805978	0.09597735521812968	0.08650238689520141	0.032230723730798515	grid_runs/pold_0.1_pyoung_0.3_told_50000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_50000k_tyoung_30000k
0.1	0.3	35000	55000	20000	0.3624	0.4418	0.3982	0.8706	0.8337	0.8517	0.5043	0.2552	0.3389	0.852	0.9407	0.8941	0.8993485628797354	0.09635418465573653	0.0869243967044881	0.03295462051619576	grid_runs/pold_0.1_pyoung_0.3_told_55000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_55000k_tyoung_35000k
0.1	0.3	40000	60000	20000	0.3777	0.3485	0.3625	0.85	0.8617	0.8558	0.508	0.1784	0.2641	0.8318	0.9547	0.8891	0.8885943887638355	0.09646222675197857	0.11592517189551939	0.035101193452774716	grid_runs/pold_0.1_pyoung_0.3_told_60000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.3_told_60000k_tyoung_40000k
0.1	0.4	30000	35000	5000	0.0542	0.0044	0.0082	0.8477	0.9811	0.9096	0.1747	0.0505	0.0784	0.8503	0.954	0.8992	0.862295155328487	0.09780051352439909	0.09481746499488515	0.032562913328957666	grid_runs/pold_0.1_pyoung_0.4_told_35000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_35000k_tyoung_30000k
0.1	0.4	35000	40000	5000	0.3371	0.0036	0.007	0.8747	0.9933	0.9302	0.1125	0.0352	0.0536	0.8744	0.9572	0.9139	0.860095860432324	0.09670345953816585	0.0921337975890395	0.03317593995290923	grid_runs/pold_0.1_pyoung_0.4_told_40000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_40000k_tyoung_35000k
0.1	0.4	40000	45000	5000	0.0	0.0	0.0	0.8657	0.9937	0.9253	0.2209	0.0607	0.0953	0.8695	0.9631	0.9139	0.851204236258571	0.09713680563003943	0.10934967554928623	0.035456618051880384	grid_runs/pold_0.1_pyoung_0.4_told_45000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_45000k_tyoung_40000k
0.1	0.4	45000	50000	5000	0.0	0.0	0.0	0.8627	0.9911	0.9225	0.1942	0.0573	0.0885	0.8659	0.9575	0.9094	0.8620066701551796	0.09728822473214521	0.14449363673254423	0.039399750248009555	grid_runs/pold_0.1_pyoung_0.4_told_50000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_50000k_tyoung_45000k
0.1	0.4	50000	55000	5000	0.0	0.0	0.0	0.8536	0.9893	0.9165	0.2015	0.0498	0.0798	0.8565	0.9596	0.9052	0.8626645913071914	0.09611414043079398	0.17342064654091505	0.04565263967633148	grid_runs/pold_0.1_pyoung_0.4_told_55000k_tyoung_50000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_55000k_tyoung_50000k
0.1	0.4	30000	40000	10000	0.1398	0.1065	0.1209	0.8751	0.9061	0.8904	0.1621	0.0739	0.1015	0.8758	0.944	0.9086	0.8652910848855142	0.09718573938621992	0.08249437259259353	0.033065266342208605	grid_runs/pold_0.1_pyoung_0.4_told_40000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_40000k_tyoung_30000k
0.1	0.4	35000	45000	10000	0.1886	0.0684	0.1003	0.8787	0.9547	0.9151	0.1996	0.0908	0.1248	0.8806	0.9452	0.9117	0.8614680702964426	0.09729314880940382	0.09241639190015659	0.033188179113243454	grid_runs/pold_0.1_pyoung_0.4_told_45000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_45000k_tyoung_35000k
0.1	0.4	40000	50000	10000	0.1451	0.0293	0.0487	0.8602	0.9677	0.9108	0.2139	0.0635	0.098	0.8635	0.9588	0.9087	0.8512133010698684	0.096424523810655	0.11912571560911116	0.03564325875963891	grid_runs/pold_0.1_pyoung_0.4_told_50000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_50000k_tyoung_40000k
0.1	0.4	45000	55000	10000	0.2528	0.0255	0.0463	0.8485	0.9788	0.909	0.2415	0.0634	0.1005	0.8511	0.9581	0.9014	0.8546461816235628	0.09594950867779498	0.13257894550443555	0.03955415051498944	grid_runs/pold_0.1_pyoung_0.4_told_55000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_55000k_tyoung_45000k
0.1	0.4	50000	60000	10000	0.1854	0.0244	0.0431	0.8713	0.9744	0.92	0.1997	0.0679	0.1014	0.8744	0.9539	0.9124	0.8700693780588555	0.09769813965091326	0.18699598914417756	0.04653307460846002	grid_runs/pold_0.1_pyoung_0.4_told_60000k_tyoung_50000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_60000k_tyoung_50000k
0.1	0.4	30000	45000	15000	0.1596	0.2298	0.1884	0.8748	0.8205	0.8468	0.2344	0.1377	0.1735	0.876	0.9308	0.9025	0.868590555610214	0.09575120014056451	0.07918587306828899	0.0319539646989016	grid_runs/pold_0.1_pyoung_0.4_told_45000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_45000k_tyoung_30000k
0.1	0.4	35000	50000	15000	0.2613	0.1874	0.2183	0.8777	0.9164	0.8967	0.2788	0.0943	0.1409	0.8712	0.9581	0.9126	0.8633476930592249	0.0963171509096142	0.10813939302971254	0.034085467007801	grid_runs/pold_0.1_pyoung_0.4_told_50000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_50000k_tyoung_35000k
0.1	0.4	40000	55000	15000	0.192	0.096	0.128	0.8684	0.934	0.9	0.2354	0.0869	0.1269	0.8697	0.9515	0.9088	0.8555724252593915	0.09626997977884683	0.1088915737799528	0.03554597452580603	grid_runs/pold_0.1_pyoung_0.4_told_55000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_55000k_tyoung_40000k
0.1	0.4	45000	60000	15000	0.2399	0.1033	0.1444	0.8838	0.9485	0.915	0.276	0.1257	0.1728	0.8865	0.9491	0.9168	0.8630759939743666	0.09766331634692088	0.13877360074202874	0.039817321731100884	grid_runs/pold_0.1_pyoung_0.4_told_60000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_60000k_tyoung_45000k
0.1	0.4	30000	50000	20000	0.2379	0.4189	0.3035	0.8767	0.7608	0.8146	0.3611	0.1928	0.2514	0.8631	0.936	0.8981	0.8598525062181598	0.09572056321084456	0.08334424849171539	0.03261702645248185	grid_runs/pold_0.1_pyoung_0.4_told_50000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_50000k_tyoung_30000k
0.1	0.4	35000	55000	20000	0.2945	0.3193	0.3064	0.8868	0.8784	0.8826	0.3596	0.1404	0.2019	0.8721	0.9565	0.9123	0.8601635001055895	0.0960383351898548	0.11131330080980277	0.03407674343996612	grid_runs/pold_0.1_pyoung_0.4_told_55000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_55000k_tyoung_35000k
0.1	0.4	40000	60000	20000	0.3074	0.2507	0.2761	0.8827	0.9063	0.8943	0.3874	0.1378	0.2033	0.8738	0.9599	0.9149	0.8565135303629005	0.09771288665850797	0.12090815323111184	0.036160028297917424	grid_runs/pold_0.1_pyoung_0.4_told_60000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.4_told_60000k_tyoung_40000k
0.1	0.5	30000	35000	5000	0.3527	0.0136	0.0263	0.9049	0.9924	0.9466	0.1019	0.0294	0.0456	0.9044	0.9702	0.9361	0.8267127951319264	0.09701569665192444	0.10511504411490807	0.03324270087919142	grid_runs/pold_0.1_pyoung_0.5_told_35000k_tyoung_30000k/summary.json	grid_runs/pold_0.1_pyoung_0.5_told_35000k_tyoung_30000k
0.1	0.5	35000	40000	5000	0.0	0.0	0.0	0.8826	0.9953	0.9356	0.1836	0.0372	0.0618	0.8844	0.9748	0.9274	0.8182048315212729	0.0967340058819791	0.10720873359807984	0.03437579312734963	grid_runs/pold_0.1_pyoung_0.5_told_40000k_tyoung_35000k/summary.json	grid_runs/pold_0.1_pyoung_0.5_told_40000k_tyoung_35000k
0.1	0.5	40000	45000	5000	0.0	0.0	0.0	0.905	0.9949	0.9478	0.1208	0.0353	0.0547	0.9059	0.9704	0.9371	0.8135253446682033	0.09634186153973165	0.12105522848931265	0.03597210702207484	grid_runs/pold_0.1_pyoung_0.5_told_45000k_tyoung_40000k/summary.json	grid_runs/pold_0.1_pyoung_0.5_told_45000k_tyoung_40000k
0.1	0.5	45000	50000	5000	0.0	0.0	0.0	0.904	0.993	0.9464	0.0809	0.0174	0.0286	0.9043	0.9755	0.9386	0.8177021634992387	0.09717233500354122	0.20751181647873626	0.042140882476431746	grid_runs/pold_0.1_pyoung_0.5_told_50000k_tyoung_45000k/summary.json	grid_runs/pold_0.1_pyoung_0.5_told_50000k_tyoung_45000k
